name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2bandwidth_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3bandwidth_sma3nz;F3amplitudeLogRelF0_sma3nz
'unknown';0.000000;8.998309e-01;-2.159036e+00;9.619231e+00;-2.963101e-02;-9.973043e-03;2.906428e-01;3.313183e+00;-3.946094e+00;3.762349e+01;-1.252468e+00;0;0;0;0;0;0;8.975955e+02;3.544792e+02;-201;1.602525e+03;8.793428e+02;-201;2.798818e+03;7.827241e+02;-201
'unknown';0.050000;1.117368e+00;-2.582673e+00;9.295497e+00;-1.949898e-02;-1.378646e-02;4.870250e-01;1.230745e+01;-6.654486e+00;4.388680e+01;3.274364e+00;0;0;0;0;0;0;6.015393e+02;7.405475e+02;-201;1.504546e+03;6.393663e+02;-201;2.581385e+03;7.871505e+02;-201
'unknown';0.100000;1.088766e+00;-6.191976e+00;1.202522e+01;-8.821998e-03;-2.096111e-02;7.590728e-01;2.098271e+01;-2.332937e+00;4.313387e+01;7.381205e+00;0;0;0;0;0;0;3.294206e+02;1.088319e+03;-201;1.453154e+03;3.987143e+02;-201;2.433936e+03;8.139301e+02;-201
'unknown';0.150000;7.017794e-01;-1.519198e+01;2.355664e+01;-2.570503e-02;-1.893722e-02;5.892329e-01;2.056136e+01;1.015112e+01;3.123097e+01;8.897526e+00;0;0;0;0;0;0;3.269447e+02;1.238813e+03;-201;1.465134e+03;6.676723e+02;-201;2.573662e+03;7.982776e+02;-201
'unknown';0.200000;5.299106e-01;-1.910365e+01;2.925788e+01;-3.694467e-02;-2.067871e-02;6.131827e-01;1.986640e+01;2.114802e+01;1.562301e+01;3.351835e+00;0;0;0;0;0;0;5.332142e+02;1.148656e+03;-201;1.853163e+03;6.259915e+02;-201;2.846501e+03;8.018193e+02;-201
'unknown';0.250000;3.748888e-01;-2.246310e+01;3.330652e+01;-5.859723e-02;-1.500556e-02;5.660154e-01;1.989878e+01;2.293517e+01;1.419462e+01;8.302855e+00;0;0;0;0;0;0;6.926213e+02;1.602618e+03;-201;1.896654e+03;8.175370e+02;-201;2.899040e+03;7.965740e+02;-201
'unknown';0.300000;4.158204e-01;-1.698519e+01;2.684697e+01;-5.001530e-02;-1.462255e-02;4.814952e-01;1.300606e+01;1.482849e+01;1.400050e+01;5.818902e+00;0;0;0;0;0;0;9.493242e+02;1.390262e+03;-201;2.033420e+03;6.285146e+02;-201;2.979419e+03;8.676794e+02;-201
'unknown';0.350000;7.548985e-01;-6.941848e+00;1.749128e+01;-4.784167e-02;-9.461137e-03;5.887241e-01;-6.363510e+00;9.377698e+00;2.004904e+01;7.321253e+00;0;0;0;0;0;0;1.258618e+03;1.274296e+03;-201;2.100715e+03;8.668984e+02;-201;3.137490e+03;9.261964e+02;-201
'unknown';0.400000;8.753185e-01;5.086208e-01;1.127232e+01;-4.512587e-02;-7.752469e-03;6.662248e-01;-2.111336e+01;1.327203e+01;1.775158e+01;1.937546e+00;0;0;0;0;0;0;1.277721e+03;8.439647e+02;-201;2.241913e+03;7.661829e+02;-201;3.380591e+03;1.058537e+03;-201
'unknown';0.450000;1.046111e+00;4.863106e+00;5.666897e+00;-2.813887e-02;-7.922587e-03;6.917546e-01;-2.203500e+01;1.709833e+01;1.560556e+01;-3.102872e+00;0;0;0;0;0;0;1.029330e+03;1.074247e+03;-201;2.191879e+03;7.838024e+02;-201;3.101746e+03;8.540508e+02;-201
